Place_ID,Place_Name,City,Province,Category,Latitude,Longitude,Terrain_Type,Time_Needed (H),Rating
21,Kukulugala Peak,Bandarawela,Uva,Hiking,6.79,80.91,Hilly,3.0,4.5
22,Flying Ravana Mega Zipline,Ella,Uva,Adventure,6.871,81.061,Paved,1.5,4.7
23,St. Mark's Church,Badulla,Uva,History,6.989,81.06,Paved,1.0,4.4
24,Welekade Market (Old Dutch Market),Badulla,Uva,History,6.9895,81.059,Paved,1.0,4.4
25,Bogoda Forest Monastery,Bogoda,Uva,Religious,7.025,81.03,Off-Road,1.5,4.5
26,Narangala Mountain,Hali Ela,Uva,Hiking,7.038,81.06,Hilly,4.0,4.7
27,Peessa Ella Falls,Passara,Uva,Nature,7.034,81.12,Hilly,2.0,4.5
28,Gerandi Ella,Welimada,Uva,Nature,7.03,81.02,Hilly,2.0,4.4
29,Sthripura Cave,Welimada,Uva,History,7.06,80.91,Off-Road,1.5,4.4
30,Sorabora Wewa,Mahiyanganaya,Uva,Nature,7.206,81.053,Paved,2.0,4.6
31,Mahiyangana Raja Maha Vihara,Mahiyanganaya,Uva,Religious,7.354,80.999,Paved,1.5,4.7
32,Mapakada Lake,Mahiyanganaya,Uva,Nature,7.34,81.03,Paved,2.0,4.5
33,Dambana Vedda Cultural Village,Dambana,Uva,Culture,7.41,81.1,Off-Road,2.5,4.6
34,Loggal Oya Reservoir,Rikillagaskada/Uva side,Uva,Nature,7.28,80.98,Paved,2.0,4.5
35,Randenigala Dam Viewpoint,Mahiyanganaya,Uva,Architecture,7.286,80.972,Paved,1.5,4.5
36,Halpewatte Tea Factory (Uva),Halpe,Uva,Museum,6.87,81.081,Paved,1.5,4.6
37,Bambarakanda Falls (Uva side),Kalupahana,Uva,Nature,6.772,80.87,Hilly,2.0,4.8
38,Ohiya Railway Station,Ohiya,Uva,History,6.81,80.953,Paved,1.0,4.5
39,Devil’s Staircase Trail,Ohiya,Uva,Hiking,6.812,80.946,Hilly,4.0,4.7
40,Boralanda Highland Dairy,Boralanda,Uva,Culture,6.82,80.912,Paved,1.5,4.4
41,Welimada Town View,Welimada,Uva,Viewpoint,6.945,80.941,Paved,1.0,4.3
42,Rawana Temple (New),Ella,Uva,Religious,6.865,81.06,Paved,1.0,4.4
43,Nil Diya Pokuna Trailhead,Ella,Uva,Adventure,6.86,81.055,Off-Road,2.5,4.5
44,Halpe Temple Viewpoint,Halpe,Uva,Viewpoint,6.874,81.074,Paved,1.0,4.4
45,Kehelgamu Oya View (Uva edge),Haputale,Uva,Viewpoint,6.762,80.9,Paved,1.0,4.3
46,Wellawaya Town & Gabaraya Statue,Wellawaya,Uva,History,6.55,81.105,Paved,1.0,4.2
47,Handapanagala Lake,Wellawaya,Uva,Nature,6.62,81.05,Paved,2.0,4.5
48,Ellawala Falls,Wellawaya,Uva,Nature,6.51,81.04,Off-Road,1.5,4.5
49,Buduruwagala Ancient Rock Carvings,Wellawaya,Uva,History,6.386,81.033,Off-Road,1.5,4.8
50,Maligawila Buddha Statue,Buttala,Uva,History,6.402,81.133,Paved,1.5,4.7
51,Dambegoda Bodhisattva Statue,Buttala,Uva,History,6.4,81.135,Paved,1.5,4.6
52,Yudaganawa Chaitya,Buttala,Uva,History,6.403,81.073,Paved,1.5,4.6
53,Biso Pokuna (Queen’s Bath),Buttala,Uva,History,6.405,81.075,Paved,1.0,4.5
54,Kataragama Sacred City,Kataragama,Uva,Religious,6.42,81.33,Paved,2.0,4.8
55,Kirivehera Stupa,Kataragama,Uva,Religious,6.422,81.332,Paved,1.5,4.7
56,Sella Kataragama Shrine,Sella Kataragama,Uva,Religious,6.43,81.33,Paved,1.5,4.6
57,Menik Ganga River Banks,Kataragama,Uva,Nature,6.418,81.335,Paved,1.5,4.5
58,Lunugamvehera National Park (Uva Sector),Lunugamvehera,Uva,Safari,6.513,81.075,Off-Road,6.0,4.6
59,Weheragala Reservoir,Tissamaharama/Uva edge,Uva,Nature,6.59,81.11,Paved,2.0,4.5
60,Kebiliththa Devalaya (Yala Forest),Buttala/Uva,Uva,Religious,6.45,81.35,Off-Road,4.0,4.6
61,Galge Yala Entrance (Block IV),Kataragama/Uva,Uva,Safari,6.46,81.32,Off-Road,6.0,4.6
62,Kumbukkan Oya River Bank,Siyambalanduwa/Uva,Uva,Nature,6.58,81.26,Off-Road,2.5,4.4
63,Govinda Hela (Westminster Abbey Rock),Siyambalanduwa,Uva,Hiking,6.827,81.345,Hilly,3.0,4.6
64,Lahugala–Kitulana National Park (Uva side),Lahugala/Uva,Uva,Nature,6.843,81.426,Off-Road,3.0,4.5
65,Monaragala Town Viewpoint,Monaragala,Uva,Viewpoint,6.872,81.348,Paved,1.0,4.2
66,Yan Oya Kataragama Museum,Kataragama,Uva,Museum,6.42,81.3325,Paved,1.0,4.3
67,Etili Wewa Reservoir,Buttala,Uva,Nature,6.47,81.11,Paved,2.0,4.4
68,Kuda Oya Reservoir,Tanamalwila,Uva,Nature,6.42,81.03,Paved,2.0,4.4
69,Ethili Wewa Birding Point,Buttala,Uva,Birding,6.472,81.112,Off-Road,2.0,4.4
70,Mini World’s End (Madolsima),Madolsima,Uva,Viewpoint,7.189,81.147,Hilly,2.5,4.7
71,Ravana Lake View,Ella,Uva,Relax,6.845,81.065,Paved,1.0,4.3
72,Halpe Tea Experience Center,Halpe,Uva,Culture,6.8725,81.08,Paved,1.5,4.5
73,Rawana Spice Garden,Ella,Uva,Culture,6.854,81.06,Paved,1.0,4.3
74,Demodara Tunnel View,Ella/Uduwara,Uva,Viewpoint,6.883,81.052,Hilly,1.0,4.5
75,Udawalawe–Thanamalwila Scenic Road (Uva stretch),Thanamalwila,Uva,Viewpoint,6.45,81.03,Paved,1.5,4.2
76,Haldummulla Old Fort Ruins,Haldummulla,Uva,History,6.77,80.885,Off-Road,1.5,4.3
77,Kirigalpotta Approach via Ohiya,Ohiya/Uva,Uva,Hiking,6.8,80.95,Hilly,5.0,4.7
78,Welimada Strawberry Farms,Welimada,Uva,Culture,6.95,80.94,Paved,1.5,4.4
79,Demodara Tea Fields Panorama,Demodara,Uva,Viewpoint,6.88,81.058,Hilly,1.5,4.5
80,Passara Mini World’s End,Passara,Uva,Viewpoint,7.12,81.13,Hilly,2.0,4.5
81,Kirinda Oya Bridge (Uva side),Wellawaya/Uva,Uva,Architecture,6.61,81.055,Paved,1.0,4.2
82,Rikillagaskada–Loggaloya Scenic Bank,Mahiyanganaya/Uva,Uva,Relax,7.27,80.99,Paved,1.5,4.3
83,Meedumpitiya Falls,Bandarawela,Uva,Nature,6.84,81.0,Hilly,1.5,4.3
84,Rawana Zipline View Cafe,Ella,Uva,Relax,6.872,81.0605,Paved,1.0,4.4
85,Kirchhayn Forest Patch,Haputale,Uva,Nature,6.77,80.905,Off-Road,2.0,4.3
1,Gangaramaya Temple,Colombo,Western,Religious,6.9149,79.8587,Paved,1.5,4.7
2,Galle Face Green,Colombo,Western,Relax,6.9275,79.8447,Paved,2.0,4.6
3,Independence Memorial Hall,Colombo,Western,History,6.9009,79.855,Paved,1.5,4.6
4,National Museum of Colombo,Colombo,Western,Museum,6.9147,79.8578,Paved,2.0,4.7
5,Viharamahadevi Park,Colombo,Western,Park,6.9106,79.8608,Paved,2.0,4.5
6,Colombo Lotus Tower,Colombo,Western,Architecture,6.9385,79.8551,Paved,1.5,4.6
7,Pettah Market,Colombo,Western,Shopping,6.9395,79.8539,Paved,2.0,4.4
8,Old Dutch Hospital Shopping Precinct,Colombo,Western,Shopping,6.933,79.8426,Paved,1.5,4.5
9,Jami Ul-Alfar (Red Mosque),Colombo,Western,Religious,6.9373,79.8539,Paved,1.0,4.6
10,Wolvendaal Church,Colombo,Western,History,6.941,79.8587,Paved,1.0,4.5
11,BMICH (Bandaranaike Memorial International Conference Hall),Colombo,Western,Culture,6.9065,79.8697,Paved,1.5,4.4
12,Beira Lake Promenade,Colombo,Western,Relax,6.9262,79.8488,Paved,1.5,4.4
13,Colombo Lighthouse,Colombo,Western,History,6.9396,79.8425,Paved,1.0,4.4
14,Old Parliament Building,Colombo,Western,History,6.9327,79.8437,Paved,1.0,4.5
15,Sambodhi Chaithya,Colombo,Western,Religious,6.9399,79.8427,Paved,1.0,4.5
16,National Art Gallery,Colombo,Western,Museum,6.9099,79.8604,Paved,1.5,4.4
17,Independence Arcade,Colombo,Western,Shopping,6.9023,79.8618,Paved,1.5,4.4
18,Colombo Racecourse Promenade,Colombo,Western,Relax,6.9039,79.8614,Paved,1.5,4.4
19,National Planetarium,Colombo,Western,Museum,6.8896,79.8714,Paved,1.5,4.4
20,Dehiwala Zoological Gardens,Dehiwala,Western,Nature,6.8536,79.8657,Paved,3.0,4.6
21,Mount Lavinia Beach,Mount Lavinia,Western,Beach,6.8352,79.8611,Paved,3.0,4.6
22,Bellanwila Rajamaha Viharaya,Bellanwila,Western,Religious,6.8398,79.8896,Paved,1.5,4.6
23,Weras Ganga Park,Bellanwila,Western,Park,6.8299,79.887,Paved,1.5,4.4
24,Attidiya Bird Sanctuary,Attidiya,Western,Birding,6.822,79.9005,Off-Road,2.5,4.3
25,Beddagana Wetland Park,Battaramulla,Western,Nature,6.8794,79.9164,Off-Road,2.5,4.5
26,Diyatha Uyana,Battaramulla,Western,Park,6.8977,79.9264,Paved,2.0,4.6
27,Parliament Complex,Sri Jayawardenepura Kotte,Western,Architecture,6.8943,79.9185,Paved,1.5,4.5
28,Talangama Wetlands,Talangama,Western,Birding,6.8808,79.9418,Off-Road,2.5,4.5
29,Crow Island Beach Park,Modara,Western,Beach,6.9713,79.8696,Paved,2.0,4.3
30,St. Lucia’s Cathedral,Kotahena,Western,Religious,6.9417,79.8603,Paved,1.0,4.5
31,St. Anthony’s Shrine (Kochchikade),Kochchikade,Western,Religious,6.9349,79.8529,Paved,1.0,4.5
32,Asokaramaya Temple,Kirulapone,Western,Religious,6.8788,79.8612,Paved,1.0,4.4
33,Colombo City Hall & Museum,Colombo,Western,History,6.9152,79.8619,Paved,1.5,4.3
34,Port City Marina Promenade,Colombo,Western,Relax,6.9365,79.839,Paved,2.0,4.4
35,Independence Square Grounds,Colombo,Western,Park,6.902,79.8618,Paved,1.5,4.5
36,Negombo Beach,Negombo,Western,Beach,7.2274,79.8417,Paved,3.0,4.6
37,Negombo Lagoon,Negombo,Western,Nature,7.179,79.853,Off-Road,3.0,4.5
38,Negombo Dutch Fort,Negombo,Western,History,7.2089,79.8341,Paved,1.0,4.3
39,St. Mary’s Church,Negombo,Western,Religious,7.2113,79.8447,Paved,1.0,4.5
40,Lellama Fish Market,Negombo,Western,Culture,7.219,79.8357,Paved,2.0,4.3
41,Angurukaramulla Temple,Negombo,Western,Religious,7.2177,79.8539,Paved,1.5,4.5
42,Hamilton Canal (Negombo),Negombo,Western,History,7.2535,79.8615,Paved,2.0,4.3
43,Waikkal Beach,Waikkal,Western,Beach,7.3189,79.8555,Paved,3.0,4.4
44,Kammala Beach,Kammala,Western,Beach,7.3412,79.855,Paved,3.0,4.3
45,Muthurajawela Marsh,Wattala,Western,Nature,7.125,79.901,Off-Road,3.0,4.5
46,Guruge Nature Park,Ja-Ela,Western,Adventure,7.0424,79.9514,Paved,3.0,4.2
47,Horagolla National Park,Nittambuwa,Western,Nature,7.1307,80.0048,Off-Road,2.5,4.4
48,Henarathgoda Botanical Garden,Gampaha,Western,Nature,7.0906,79.994,Paved,2.0,4.5
49,Maligatenna Rajamaha Viharaya,Maligatenna,Western,Religious,7.1465,80.0626,Hilly,2.0,4.4
50,Attanagalla Raja Maha Viharaya,Attanagalla,Western,Religious,7.1297,80.0867,Paved,1.5,4.5
51,Basilica of Our Lady of Lanka (Tewatte),Ragama,Western,Religious,7.0219,79.926,Paved,1.5,4.5
52,Bopitiya Beach,Bopitiya,Western,Beach,7.081,79.847,Paved,2.5,4.2
53,Kalutara Bodhiya,Kalutara,Western,Religious,6.5835,79.959,Paved,1.5,4.6
54,Richmond Castle,Kalutara,Western,History,6.5534,79.9634,Paved,1.5,4.5
55,Kalutara Beach,Kalutara,Western,Beach,6.575,79.961,Paved,3.0,4.5
56,Panadura Beach,Panadura,Western,Beach,6.713,79.902,Paved,3.0,4.4
57,Wadduwa Beach,Wadduwa,Western,Beach,6.6405,79.9517,Paved,3.0,4.4
58,Moragalla Beach,Moragalla,Western,Beach,6.4504,79.9749,Paved,3.0,4.4
59,Barberyn Island Lighthouse,Beruwala,Western,History,6.439,79.9751,Off-Road,2.5,4.6
60,Kande Viharaya Temple,Aluthgama,Western,Religious,6.4486,80.003,Paved,1.5,4.6
61,Lunuganga Estate,Bentota,Western,Architecture,6.409,80.0108,Paved,2.5,4.7
62,Brief Garden by Bevis Bawa,Dharga Town,Western,Nature,6.4213,80.0115,Off-Road,2.5,4.6
63,Bentota River Safari (Aluthgama Jetty),Aluthgama,Western,Adventure,6.415,80.005,Off-Road,3.0,4.6
64,Kalutara Bridge Viewpoint,Kalutara,Western,Relax,6.5798,79.959,Paved,1.0,4.3
65,Pahiyangala (Fa-Hien) Cave,Bulathsinhala,Western,Hiking,6.7175,80.1772,Hilly,3.0,4.6
66,Thudugala Ella Waterfall,Dodangoda,Western,Hiking,6.4622,80.0689,Hilly,2.5,4.5
67,Bodhinagala Forest Hermitage,Ingiriya,Western,Nature,6.742,80.164,Off-Road,2.5,4.4
68,Makeliya Forest Reserve,Baduraliya,Western,Nature,6.684,80.095,Off-Road,3.0,4.3
69,Beruwala Beach,Beruwala,Western,Beach,6.4782,79.9828,Paved,3.0,4.4
70,Bolgoda Lake South (Panadura side),Panadura,Western,Nature,6.7135,79.915,Off-Road,2.5,4.4
1,Nilaveli Beach,Nilaveli,Eastern,Beach,8.6874,81.1877,Paved,4.0,4.7
2,Uppuveli Beach,Uppuveli,Eastern,Beach,8.607,81.211,Paved,4.0,4.6
3,Pigeon Island National Park,Nilaveli,Eastern,Nature,8.717,81.213,Off-Road,4.0,4.7
4,Trincomalee Harbour Viewpoint,Trincomalee,Eastern,Viewpoint,8.576,81.232,Paved,1.5,4.5
5,Fort Frederick,Trincomalee,Eastern,History,8.573,81.233,Paved,2.0,4.6
6,Koneswaram Temple (Thirukoneswaram),Trincomalee,Eastern,Religious,8.5693,81.2439,Hilly,2.0,4.8
7,Swami Rock (Lover’s Leap),Trincomalee,Eastern,Viewpoint,8.569,81.2445,Hilly,1.5,4.7
8,Marble Beach,Pulmoddai Road,Eastern,Beach,8.515,81.202,Paved,3.5,4.6
9,Dutch Bay Beach,Trincomalee,Eastern,Beach,8.568,81.221,Paved,3.0,4.4
10,Trincomalee War Cemetery,Trincomalee,Eastern,History,8.601,81.218,Paved,1.0,4.4
11,Pathirakali Amman Kovil,Trincomalee,Eastern,Religious,8.571,81.234,Paved,1.5,4.6
12,Trincomalee Hindu Cultural Hall Area,Trincomalee,Eastern,Culture,8.5715,81.235,Paved,1.0,4.3
13,Hot Water Wells (Kanniya),Kanniya,Eastern,Nature,8.612,81.182,Paved,1.5,4.5
14,Lover’s Leap Viewpoint (Trinco),Trincomalee,Eastern,Viewpoint,8.571,81.244,Hilly,1.0,4.5
15,Seruwila Mangala Raja Maha Vihara,Seruwila,Eastern,Religious,8.364,81.313,Paved,2.0,4.6
16,Seruwila Allai Tank Birding,Seruwila,Eastern,Birding,8.344,81.293,Off-Road,2.5,4.4
17,Somawathiya Chaitya (Eastern access),Somawathiya,Eastern,Religious,8.146,81.097,Off-Road,3.0,4.6
18,Kuchchaveli Beach,Kuchchaveli,Eastern,Beach,8.773,81.163,Off-Road,4.0,4.5
19,Shanthi Beach (near Trinco),Trincomalee,Eastern,Beach,8.599,81.24,Paved,3.0,4.4
20,Velgam Vehera,Trincomalee District,Eastern,History,8.731,81.125,Off-Road,2.5,4.5
21,Girihandu Seya,Thiriyai,Eastern,Religious,8.738,81.142,Off-Road,2.5,4.6
22,Thiriyai Beach,Thiriyai,Eastern,Beach,8.741,81.157,Off-Road,3.5,4.4
23,Trincomalee Fishing Harbour Walk,Trincomalee,Eastern,Culture,8.5685,81.225,Paved,1.5,4.2
24,Batticaloa Lagoon,Batticaloa,Eastern,Nature,7.717,81.7,Off-Road,3.0,4.5
25,Batticaloa Dutch Fort,Batticaloa,Eastern,History,7.7185,81.6942,Paved,2.0,4.4
26,Kallady Bridge & “Singing Fish” Area,Batticaloa,Eastern,History,7.7175,81.721,Paved,1.5,4.2
27,Kallady Beach,Batticaloa,Eastern,Beach,7.721,81.728,Paved,3.5,4.4
28,Pasikudah Beach,Pasikudah,Eastern,Beach,7.93,81.566,Paved,4.0,4.7
29,Kalkudah Beach,Kalkudah,Eastern,Beach,7.933,81.558,Paved,4.0,4.6
30,Valaichchenai Lagoon,Valaichchenai,Eastern,Nature,7.91,81.54,Off-Road,2.5,4.3
31,Batticaloa Market,Batticaloa,Eastern,Shopping,7.717,81.702,Paved,1.5,4.1
32,Unnichchai Tank,Unnichchai,Eastern,Nature,7.605,81.676,Off-Road,3.0,4.4
33,Madampe/Thoppigala (Baron’s Cap),Thoppigala,Eastern,Hiking,7.674,81.617,Hilly,4.0,4.6
34,Thoppigala Viewpoint,Thoppigala,Eastern,Viewpoint,7.676,81.615,Hilly,2.0,4.5
35,Arugam Bay,Arugam Bay,Eastern,Beach,6.84,81.836,Paved,4.0,4.8
36,Main Point Surf Break,Arugam Bay,Eastern,Adventure,6.839,81.836,Paved,3.0,4.7
37,Whiskey Point,Pottuvil,Eastern,Adventure,6.902,81.832,Off-Road,3.0,4.7
38,Pottuvil Point,Pottuvil,Eastern,Beach,6.879,81.828,Off-Road,3.5,4.6
39,Elephant Rock (Arugam Bay),Pottuvil,Eastern,Hiking,6.846,81.827,Hilly,2.5,4.7
40,Crocodile Rock,Arugam Bay,Eastern,Hiking,6.826,81.821,Hilly,2.5,4.6
41,Lahugala National Park,Lahugala,Eastern,Safari,6.878,81.468,Off-Road,5.0,4.6
42,Kumana National Park (Yala East),Panama,Eastern,Safari,6.651,81.667,Off-Road,6.0,4.6
43,Kudumbigala Monastery,Panama,Eastern,Religious,6.738,81.739,Hilly,3.0,4.6
44,Panama Lagoon,Panama,Eastern,Nature,6.763,81.784,Off-Road,3.0,4.5
45,Okanda Beach,Okanda,Eastern,Beach,6.6,81.79,Off-Road,4.0,4.5
46,Okanda Murugan Kovil,Okanda,Eastern,Religious,6.596,81.792,Paved,2.0,4.6
47,Magul Maha Viharaya,Panama,Eastern,History,6.729,81.699,Off-Road,2.5,4.5
48,Muhudu Maha Viharaya,Pottuvil,Eastern,Religious,6.869,81.828,Paved,2.0,4.6
49,Pottuvil Lagoon Safari,Pottuvil,Eastern,Adventure,6.869,81.832,Off-Road,3.5,4.6
50,Deegavapi Stupa,Ampara,Eastern,Religious,7.296,81.675,Off-Road,2.5,4.6
51,Ampara Town Park,Ampara,Eastern,Park,7.291,81.671,Paved,1.5,4.1
52,Gal Oya National Park,Inginiyagala,Eastern,Safari,7.24,81.5,Off-Road,6.0,4.7
53,Senanayake Samudraya (Gal Oya Reservoir),Inginiyagala,Eastern,Nature,7.26,81.5,Paved,3.0,4.6
54,Boat Safari to Gal Oya Islands,Inginiyagala,Eastern,Adventure,7.25,81.5,Off-Road,5.0,4.7
55,Buddhangala Monastery,Ampara,Eastern,Religious,7.424,81.345,Off-Road,2.5,4.6
56,Inginiyagala Dam,Inginiyagala,Eastern,Architecture,7.2,81.483,Paved,2.0,4.4
57,Akkaraipattu Beach,Akkaraipattu,Eastern,Beach,7.217,81.851,Paved,3.5,4.3
58,Kalmunai Beach,Kalmunai,Eastern,Beach,7.414,81.826,Paved,3.5,4.2
59,Sainthamaruthu Beach,Sainthamaruthu,Eastern,Beach,7.38,81.835,Paved,3.5,4.2
60,Addalaichenai Beach,Addalaichenai,Eastern,Beach,7.476,81.759,Paved,3.5,4.2
61,Komari Beach,Komari,Eastern,Beach,6.998,81.829,Off-Road,4.0,4.4
62,Ullackalie Lagoon (near Komari),Komari,Eastern,Nature,7.01,81.83,Off-Road,2.5,4.3
63,Kalpitiya? (not Eastern) placeholder removed,,-,-,0.0,0.0,-,0.0,0.0
64,Batticaloa St. Mary’s Cathedral,Batticaloa,Eastern,Religious,7.716,81.702,Paved,1.5,4.3
65,Batticaloa Hindu Temples Circuit,Batticaloa,Eastern,Religious,7.717,81.705,Paved,2.0,4.3
66,Pasikudah Water Sports Bay,Pasikudah,Eastern,Adventure,7.9305,81.565,Paved,3.5,4.6
67,Kalkudah Sandbar Walk,Kalkudah,Eastern,Nature,7.936,81.556,Off-Road,2.5,4.4
68,Trincomalee Beach Road Sunset Points,Uppuveli,Eastern,Relax,8.606,81.214,Paved,2.0,4.4
69,Sampur Beach & View,Sampur,Eastern,Beach,8.478,81.3,Off-Road,3.5,4.2
70,Sampur Viewpoint,Sampur,Eastern,Viewpoint,8.475,81.295,Paved,1.5,4.2
71,Kiliveddy Lagoon,Kiliveddy,Eastern,Nature,8.377,81.305,Off-Road,2.5,4.3
72,Muttur Hot Wells,Muttur,Eastern,Nature,8.46,81.27,Paved,1.5,4.2
73,Kantalai Tank,Kantalai,Eastern,Nature,8.367,81.0,Off-Road,3.0,4.4
74,Kantalai Sugar Factory Heritage Stop,Kantalai,Eastern,History,8.365,81.01,Paved,1.5,4.1
75,Kinniya Hot Springs (Kanniya Wells),Kinniya,Eastern,Nature,8.612,81.182,Paved,1.5,4.5
76,Trinco Navy Museum Area (local),Trincomalee,Eastern,Museum,8.567,81.23,Paved,1.5,4.2
77,Coral Island Snorkeling (Nilaveli),Nilaveli,Eastern,Adventure,8.707,81.206,Off-Road,4.0,4.6
78,Batticaloa Lagoon Kayaking,Batticaloa,Eastern,Adventure,7.717,81.7,Off-Road,3.0,4.4
79,Pottuvil Market & Fishing Culture Walk,Pottuvil,Eastern,Culture,6.869,81.8285,Paved,1.5,4.1
80,Trincomalee Railway Station Heritage Stop,Trincomalee,Eastern,History,8.575,81.234,Paved,1.0,4.1
81,Kudawella? (not Eastern) placeholder removed,,-,-,0.0,0.0,-,0.0,0.0
82,Vakarai Beach,Vakarai,Eastern,Beach,8.133,81.45,Off-Road,4.0,4.4
83,Vakarai Lagoon,Vakarai,Eastern,Nature,8.14,81.445,Off-Road,2.5,4.3
84,Kalkudah Reef Snorkeling Spot,Kalkudah,Eastern,Adventure,7.934,81.5585,Off-Road,3.5,4.5
85,Trincomalee Bay Whale & Dolphin Watching,Trincomalee,Eastern,Adventure,8.575,81.235,Off-Road,4.0,4.6
1,Wilpattu National Park (Puttalam Entrance),Eluwankulama,North Western,Safari,8.456,79.995,Off-Road,6.0,4.8
2,Kalpitiya Beach,Kalpitiya,North Western,Beach,8.229,79.769,Paved,4.0,4.6
3,Kalpitiya Lagoon,Kalpitiya,North Western,Nature,8.246,79.77,Off-Road,3.0,4.6
4,Dutch Fort (Kalpitiya),Kalpitiya,North Western,History,8.232,79.765,Paved,1.5,4.4
5,Kite Surfing - Kalpitiya,Kalpitiya,North Western,Adventure,8.239,79.764,Off-Road,4.0,4.7
6,Dolphin & Whale Watching (Kalpitiya),Kalpitiya,North Western,Adventure,8.24,79.76,Off-Road,4.0,4.6
7,Alankuda Beach,Alankuda,North Western,Beach,8.128,79.714,Paved,4.0,4.5
8,Kudawa Beach (Kalpitiya Peninsula),Kudawa,North Western,Beach,8.245,79.735,Off-Road,3.5,4.4
9,Baththalangunduwa Island,Baththalangunduwa,North Western,Adventure,8.266,79.721,Off-Road,6.0,4.5
10,Dutch Bay (Puttalam Lagoon Side),Kalpitiya,North Western,Nature,8.24,79.77,Off-Road,2.5,4.4
11,St. Anne’s Shrine,Talawila,North Western,Religious,8.065,79.709,Paved,2.0,4.7
12,Talawila Beach,Talawila,North Western,Beach,8.066,79.707,Paved,3.5,4.4
13,Munneswaram Kovil,Chilaw,North Western,Religious,7.588,79.799,Paved,2.0,4.6
14,St. Mary’s Cathedral (Chilaw),Chilaw,North Western,Religious,7.575,79.795,Paved,1.5,4.4
15,Chilaw Beach Park,Chilaw,North Western,Beach,7.574,79.794,Paved,3.0,4.3
16,Anawilundawa Wetland Sanctuary,Anawilundawa,North Western,Birding,7.676,79.825,Off-Road,3.5,4.6
17,Senanayake Samudraya View (Puttalam side),Puttalam,North Western,Viewpoint,8.02,79.83,Paved,1.5,4.2
18,Puttalam Lagoon,Puttalam,North Western,Nature,8.033,79.829,Off-Road,3.0,4.4
19,Puttalam Salt Pans (Palavi area),Palavi,North Western,Culture,8.036,79.835,Paved,2.5,4.3
20,Kurunegala Elephant Rock (Ethagala),Kurunegala,North Western,Viewpoint,7.486,80.363,Hilly,2.0,4.6
21,Athugala Buddha Statue,Kurunegala,North Western,Religious,7.4865,80.3625,Hilly,1.5,4.6
22,Kurunegala Lake (Wewa) Walk,Kurunegala,North Western,Relax,7.483,80.357,Paved,1.5,4.4
23,Kurunegala Clock Tower Area,Kurunegala,North Western,History,7.4868,80.362,Paved,1.0,4.2
24,Ridi Viharaya,Ridigama,North Western,Religious,7.522,80.437,Hilly,2.0,4.7
25,Arankele Forest Monastery,Arankele,North Western,History,7.635,80.318,Off-Road,2.5,4.6
26,Yapahuwa Rock Fortress,Yapahuwa,North Western,History,7.816,80.313,Hilly,3.5,4.7
27,Yapahuwa Stone Stairway & Lion Gate,Yapahuwa,North Western,History,7.8165,80.3135,Hilly,2.5,4.7
28,Panduwasnuwara Ancient Kingdom Ruins,Panduwasnuwara,North Western,History,7.708,80.202,Paved,2.0,4.5
29,Panduwasnuwara Museum,Panduwasnuwara,North Western,Museum,7.7085,80.2025,Paved,1.5,4.4
30,Deduru Oya Reservoir,Deduru Oya,North Western,Nature,7.6,80.25,Off-Road,2.5,4.4
31,Deduru Oya River Banks (Chilaw side),Chilaw,North Western,Nature,7.57,79.82,Off-Road,2.0,4.3
32,Negombo–Puttalam Coastal Drive Viewpoints,Wennappuwa,North Western,Viewpoint,7.52,79.85,Paved,1.5,4.2
33,Waikkal Beach (NW stretch),Waikkal,North Western,Beach,7.3189,79.8555,Paved,3.0,4.4
34,Marawila Beach,Marawila,North Western,Beach,7.409,79.826,Paved,3.5,4.4
35,Marawila Church (St. Sebastian’s),Marawila,North Western,Religious,7.4095,79.8255,Paved,1.5,4.3
36,Maha Oya River Mouth,Wennappuwa,North Western,Nature,7.5,79.84,Off-Road,2.0,4.2
37,Maha Oya Estuary Birding,Wennappuwa,North Western,Birding,7.501,79.8405,Off-Road,2.5,4.3
38,Udappu Lagoon,Udappu,North Western,Nature,7.742,79.819,Off-Road,2.5,4.4
39,Udappu Bird Sanctuary (local),Udappu,North Western,Birding,7.741,79.82,Off-Road,3.0,4.4
40,Chilaw Lagoon,Chilaw,North Western,Nature,7.582,79.786,Off-Road,2.5,4.3
41,Chilaw Fishing Harbour Walk,Chilaw,North Western,Culture,7.5755,79.792,Paved,1.5,4.2
42,Mahawewa / Maha Oya Scenic Bridge,Marawila,North Western,Architecture,7.415,79.828,Paved,1.0,4.1
43,Anamaduwa Reservoir (Anamaduwa Wewa),Anamaduwa,North Western,Nature,7.873,80.01,Off-Road,2.5,4.3
44,Chilaw Munneswaram Festival Grounds,Chilaw,North Western,Culture,7.5885,79.7995,Paved,2.0,4.3
45,Puttalam Grand Mosque,Puttalam,North Western,Religious,8.036,79.828,Paved,1.5,4.3
46,St. James’ Church (Kurunegala),Kurunegala,North Western,Religious,7.486,80.36,Paved,1.5,4.2
47,Padeniya Raja Maha Viharaya,Padeniya,North Western,Religious,7.566,80.41,Paved,1.5,4.4
48,Bathalagoda Tank,Bathalagoda,North Western,Nature,7.59,80.36,Off-Road,2.5,4.3
49,Bathalagoda Bird Watching Point,Bathalagoda,North Western,Birding,7.5905,80.3595,Off-Road,2.5,4.3
50,Thalawila Scenic Coastal Belt,Talawila,North Western,Relax,8.062,79.708,Paved,2.0,4.3
